assertion_id,subject_id,predicate,object_id,start_year,end_year,who,confidence
4b9e65cd-bf10-4d6e-b469-df483cdeab2f,ALB-CN-1870-1031,isSameAs,ALB-CN-1880-22900,1870,1880,70-80,0.959
245abeed-ffd0-46ea-96fc-d49d2cd262e9,ALB-CN-1870-10315,isSameAs,ALB-CN-1880-21173,1870,1880,70-80,0.87
1d64b114-39ff-4cd8-8b05-020eefddbacd,ALB-CN-1870-10319,isSameAs,ALB-CN-1880-30576,1870,1880,70-80,0.98
4e74bcc0-9260-4ba5-b90f-76ca98a54477,ALB-CN-1870-1032,isSameAs,ALB-CN-1880-22901,1870,1880,70-80,0.98
3a8c01fe-48b8-4e99-a96a-da6ce2f1a173,ALB-CN-1870-10320,isSameAs,ALB-CN-1880-30577,1870,1880,70-80,0.953
5c7c12e1-c35a-45e4-b780-440b8b03c79d,ALB-CN-1870-10323,isSameAs,ALB-CN-1880-30578,1870,1880,70-80,0.99
8e9a7f2f-9a25-41a7-9c81-ccd6ef7d9383,ALB-CN-1870-10324,isSameAs,ALB-CN-1880-30579,1870,1880,70-80,0.711
ad9af58a-198b-4382-8b13-c00da3d0d6e1,ALB-CN-1870-10325,isSameAs,ALB-CN-1880-30580,1870,1880,70-80,0.98
acd727f0-3e89-439a-9a04-6c6ca7c50d7c,ALB-CN-1870-10326,isSameAs,ALB-CN-1880-30581,1870,1880,70-80,0.98
9cbd01ad-0da4-4383-bc21-4ec2c301a24a,ALB-CN-1870-1033,isSameAs,ALB-CN-1880-3890,1870,1880,70-80,0.75
46562280-f644-40c5-9190-1c2f884323a5,ALB-CN-1870-10336,isSameAs,ALB-CN-1880-30288,1870,1880,70-80,0.87
75a6f419-a7cd-4579-b2d4-dd3731392df2,ALB-CN-1870-10337,isSameAs,ALB-CN-1880-30289,1870,1880,70-80,0.711
47817de8-a5ef-4ef8-9fdf-d10dbded5060,ALB-CN-1870-10338,isSameAs,ALB-CN-1880-30290,1870,1880,70-80,0.858
e4bb866c-a7e2-4f58-b314-b2c41dcc65a8,ALB-CN-1870-10347,isSameAs,ALB-CN-1880-706,1870,1880,70-80,0.825
6257e0b8-c219-4245-bee0-6a8d634ef98f,ALB-CN-1870-10348,isSameAs,ALB-CN-1880-705,1870,1880,70-80,0.668
afa3e31a-33e1-40cb-93a8-cce59338097c,ALB-CN-1870-10352,isSameAs,ALB-CN-1880-26591,1870,1880,70-80,0.786
f2dfd8db-8aad-4beb-8a1a-0d6972fdd318,ALB-CN-1870-1036,isSameAs,ALB-CN-1880-12041,1870,1880,70-80,0.818
c2ec6292-eaf9-4bc9-9c5a-e2af868e541c,ALB-CN-1870-10370,isSameAs,ALB-CN-1880-31207,1870,1880,70-80,0.818
2d406d83-2107-45ae-b544-afbb2dd35917,ALB-CN-1870-10371,isSameAs,ALB-CN-1880-31208,1870,1880,70-80,0.75
b21634e2-cf94-43b2-b9c5-f93445c73e37,ALB-CN-1870-1038,isSameAs,ALB-CN-1880-22902,1870,1880,70-80,0.94
0acd42be-1081-4b27-89d5-7aacfe77cc8c,ALB-CN-1870-10385,isSameAs,ALB-CN-1880-15556,1870,1880,70-80,0.622
9bcbd2e8-2e05-423b-b01a-37c482a4db86,ALB-CN-1870-10387,isSameAs,ALB-CN-1880-15551,1870,1880,70-80,0.622
70c5eb47-2d6b-469f-979f-6e7f83f587ce,ALB-CN-1870-10389,isSameAs,ALB-CN-1880-15553,1870,1880,70-80,0.953
0c47f9e2-6de7-4f1e-b40e-6ac0ac66646f,ALB-CN-1870-1039,isSameAs,ALB-CN-1880-22903,1870,1880,70-80,0.913
adf49c8d-77f4-4de6-a750-3a077ae4428e,ALB-CN-1870-10390,isSameAs,ALB-CN-1880-15554,1870,1880,70-80,0.622
16aee30c-eb00-47aa-be3d-2e1f829e254d,ALB-CN-1870-10396,isSameAs,ALB-CN-1880-4759,1870,1880,70-80,0.721
7d04f8c1-5c80-4314-84ec-f1f6d7e46be7,ALB-CN-1870-10398,isSameAs,ALB-CN-1880-29753,1870,1880,70-80,0.961
dcf82353-2ffd-46aa-94d8-36a5c25b6f07,ALB-CN-1870-10399,isSameAs,ALB-CN-1880-13290,1870,1880,70-80,0.711
0f93d4a3-1397-4d2e-b5a5-b06356b13303,ALB-CN-1870-104,isSameAs,ALB-CN-1880-22158,1870,1880,70-80,0.961
63555fee-66f7-4d03-99eb-480d57d98a13,ALB-CN-1870-1040,isSameAs,ALB-CN-1880-22904,1870,1880,70-80,0.957
806cb0ac-3107-4386-805f-0980d1ae3d24,ALB-CN-1870-10400,isSameAs,ALB-CN-1880-29755,1870,1880,70-80,0.989
090d2b82-65a5-4733-bc79-ca5e176e5e88,ALB-CN-1870-10401,isSameAs,ALB-CN-1880-29756,1870,1880,70-80,0.957
528405a6-451a-40a6-b94a-4fa368ce8fa0,ALB-CN-1870-10402,isSameAs,ALB-CN-1880-29757,1870,1880,70-80,0.957
cbb6650f-b633-4862-9dd1-12bc5392693d,ALB-CN-1870-10403,isSameAs,ALB-CN-1880-29758,1870,1880,70-80,0.989
c87b3c4a-c86a-4f7f-ae60-816dee34a90a,ALB-CN-1870-10404,isSameAs,ALB-CN-1880-29759,1870,1880,70-80,0.971
28429a34-0a50-4c55-b3a5-9b2260582457,ALB-CN-1870-1041,isSameAs,ALB-CN-1880-22905,1870,1880,70-80,0.9
79754358-eb25-4a57-a213-6944fcd763e2,ALB-CN-1870-10411,isSameAs,ALB-CN-1880-31638,1870,1880,70-80,0.937
edcf65fe-07cd-4f8d-a61e-b89f94f2992e,ALB-CN-1870-10412,isSameAs,ALB-CN-1880-31639,1870,1880,70-80,0.9
8919561b-87f5-4ba3-8012-822e2ea62e7d,ALB-CN-1870-10414,isSameAs,ALB-CN-1880-31640,1870,1880,70-80,0.802
adad7ad2-e35f-4482-9871-80436af18670,ALB-CN-1870-10419,isSameAs,ALB-CN-1880-2760,1870,1880,70-80,0.864
1ca48cb4-6fbc-414a-918d-e755705499ea,ALB-CN-1870-10421,isSameAs,ALB-CN-1880-31767,1870,1880,70-80,0.921
ad6d0363-f416-40aa-a8f7-dc7918152ac5,ALB-CN-1870-10422,isSameAs,ALB-CN-1880-29773,1870,1880,70-80,0.937
9560870a-0d24-46fd-8d88-ed7bf2601d35,ALB-CN-1870-10424,isSameAs,ALB-CN-1880-29770,1870,1880,70-80,0.769
4ee3af1d-0e12-4456-8f8c-0cec11e103c9,ALB-CN-1870-10425,isSameAs,ALB-CN-1880-29775,1870,1880,70-80,0.881
21b7f75b-63a0-431e-8483-dff16179bff7,ALB-CN-1870-10426,isSameAs,ALB-CN-1880-11927,1870,1880,70-80,0.832
31088eef-8179-49a4-8760-28c5005ae15f,ALB-CN-1870-10434,isSameAs,ALB-CN-1880-30820,1870,1880,70-80,0.69
